"id","parent","folder","name","mark_del","id_1c","base","code"
3606,"58a90171-8c12-11e9-a918-14dae924ceec",false,"Расходы на содержание складской техники, в т.ч. ГСМ, ТО, ремонт",false,"2ab2b4dc-517a-11ea-bc66-00155d01c807",UPP_BUH,""
3613,"87474c3b-5b51-11e8-9972-14dae924ceec",true,Общепроизводственные расходы,true,c3904846-2748-11e8-bf4f-14dae924ceec,UPP_BUH,""
3620,"",true,Управленческие расходы,false,c3904903-2748-11e8-bf4f-14dae924ceec,UPP_BUH,""
3628,c98b4aa9-2748-11e8-bf4f-14dae924ceec,false,Затраты на охрану труда и техники безопасности,false,e176ded5-2748-11e8-bf4f-14dae924ceec,UPP_BUH,""
3635,bd96b710-2748-11e8-bf4f-14dae924ceec,true,"Себестоимость проданного товара, продукции",false,"056782d1-2749-11e8-bf4f-14dae924ceec",UPP_BUH,""
3642,"2f3c655f-2749-11e8-bf4f-14dae924ceec",false,Мобильная связь,false,"2f3c6560-2749-11e8-bf4f-14dae924ceec",UPP_BUH,""
3649,bd96b710-2748-11e8-bf4f-14dae924ceec,true,Прочие операционные затраты,false,"88e569dc-2749-11e8-bf4f-14dae924ceec",UPP_BUH,""
3656,"87474c3b-5b51-11e8-9972-14dae924ceec",true,Затраты на маркетинг,true,"6627fef4-2824-11e8-bf4f-14dae924ceec",UPP_BUH,""
3663,"58a90171-8c12-11e9-a918-14dae924ceec",false,Аренда складской техники,false,"6c221387-2824-11e8-bf4f-14dae924ceec",UPP_BUH,""
3670,c3904903-2748-11e8-bf4f-14dae924ceec,true,"Командировочные затраты, затраты на проезд админ. персонала",false,"6c2213be-2824-11e8-bf4f-14dae924ceec",UPP_BUH,""
3677,ff6f119b-2748-11e8-bf4f-14dae924ceec,false,Охрана имущества,false,cfaa0ca0-6bc1-11ed-bfd7-14dae924ceec,UPP_BUH,""
3683,ff6f119b-2748-11e8-bf4f-14dae924ceec,false,"Затраты на ПО, BI,лицензии, электронные сервисы и подписки",false,be31efcf-96f8-11ed-bfd7-14dae924ceec,UPP_BUH,""
3472,c98b4aa9-2748-11e8-bf4f-14dae924ceec,false,Спецодежда 25,false,a3f6e6c5-72f3-11e8-81b8-14dae924ceec,UPP_BUH,""
3484,"87474c3b-5b51-11e8-9972-14dae924ceec",false,не использовать_Спец. одежда,true,"080c2db5-399a-11e9-8e9f-14dae924ceec",UPP_BUH,""
3496,"87474c3d-5b51-11e8-9972-14dae924ceec",true,OLD_Затраты на приобретение товара и изготовление продукции,true,"87474c3e-5b51-11e8-9972-14dae924ceec",UPP_BUH,""
3508,"",true,Неоперационные расходы,false,caf1c7fb-5b52-11e8-9972-14dae924ceec,UPP_BUH,""
3520,"87474c3b-5b51-11e8-9972-14dae924ceec",false,Расходы на програмное обеспечение и обслуживание,true,efab310f-5dce-11e8-9972-14dae924ceec,UPP_BUH,""
3532,"87474c3b-5b51-11e8-9972-14dae924ceec",false,"удл_ГСМ погрузчиков участков формовки, склада, комплектации",true,"8dc11b06-3ff4-11e9-a918-14dae924ceec",UPP_BUH,""
3543,"58a90171-8c12-11e9-a918-14dae924ceec",false,Расходные инструменты и материалы вспомогательные на склад,false,a3ca7c06-cd6b-11ed-ae60-fc15b494e95f,UPP_BUH,""
3552,"87474c3b-5b51-11e8-9972-14dae924ceec",false,УДАЛЕНОПотери смеси_Бетонный цех,true,ad98375c-de75-11ed-ae60-fc15b494e95f,UPP_BUH,""
3561,"6627ff0a-2824-11e8-bf4f-14dae924ceec",false,Амортизация арендованных складских площадей зданий,false,"0a819d92-1712-11ee-ae60-fc15b494e95f",UPP_BUH,""
3570,c3904847-2748-11e8-bf4f-14dae924ceec,false,Амортизация автотранспорта,false,e80d5e4b-e67e-11ee-ae73-fc15b494e95f,UPP_BUH,""
3578,"64cb8c3c-9c62-11e2-b907-14dae924ceec",true,Прочие общепроизводственные расходы,false,e746f8a2-10fd-11ef-ae73-fc15b494e95f,UPP_BUH,""
3585,"64cb8c36-9c62-11e2-b907-14dae924ceec",true,Затраты на маркетинг,false,"64cb8c37-9c62-11e2-b907-14dae924ceec",UPP_BUH,""
3593,"64cb8c5b-9c62-11e2-b907-14dae924ceec",false,"Зарплата, больничные и отпуска АХП",false,"64cb8c60-9c62-11e2-b907-14dae924ceec",UPP_BUH,""
